dateTime,country,city,region,profile,age,gender,surveyType,purpose,concern,whenSiteUsed,purchasedBefore,purchaseExpectInNextMonth,productKnewWhatWanted,behavNumVisits,behavReferral,behavPageviews,avgAmountSpent
19.08.14,United States,Rocky River,738,New customer,35-44,Female,At Arrival and Exit,Buy from this site,Shipping costs,In the past month,"Yes, more than once",5,Yes,9,Referred,10+,53.06
19.08.14,United States,Avon,52,New customer,NA,Female,At Arrival Only,Buy from this site,Shipping costs,Never. This is my first visit,NA,4,Somewhat,6,Direct,7 to 9,103.16
19.08.14,United States,Kaukauna,434,Frequent customer,55-64,Female,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,4,Referred,1,107.13
19.08.14,United States,Jamaica,421,Employee,NA,Male,At Arrival Only,Products,Fast delivery,Never. This is my first visit,NA,3,No,18,Unbranded Search,4 to 6,131.91
19.08.14,United States,Augusta,49,New customer,NA,Male,At Arrival Only,Order info,Shipping costs,In the past year,"Yes, once",1,NA,20,Direct,4 to 6,134.73
19.08.14,Australia,Adelaide,6,New customer,NA,Male,At Arrival Only,Resources,Fast delivery,Never. This is my first visit,NA,1,NA,4,Unbranded Search,10+,106.15
19.08.14,United States,Henderson,368,New customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,7,Unbranded Search,2 to 3,148.84
19.08.14,United States,Batavia,64,Frequent customer,25-34,Female,At Exit,Buy from this site,None / no uncertainties,In the past month,No,3,No,11,Unbranded Search,10+,127.36
19.08.14,United States,Shippenville,809,Occasional customer,NA,Female,At Arrival Only,Products,Whether this is right for my child,In the past week,No,4,Yes,11,Direct,4 to 6,125.18
19.08.14,United States,Leander,479,New customer,25-34,Male,At Exit,Resources,Shipping costs,Never. This is my first visit,NA,4,Somewhat,4,Referred,10+,37.35
19.08.14,United States,Grand Rapids,339,Frequent customer,NA,Male,At Exit,Products,Shipping costs,Never. This is my first visit,NA,3,NA,13,Unbranded Search,10+,95.6
19.08.14,United States,Evanston,281,Frequent customer,Prefer not to answer,Male,At Arrival and Exit,Products,None / no uncertainties,In the past month,"Yes, more than once",3,Yes,7,Branded Search,2 to 3,86.82
19.08.14,United States,Mcallen,528,Frequent customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,1,NA,4,Unbranded Search,4 to 6,118.33
19.08.14,United States,Douglasville,243,New customer,35-44,Female,At Exit,Resources,Whether this is right for my child,Never. This is my first visit,NA,3,NA,14,Direct,4 to 6,120
19.08.14,United States,Loves Park,505,Frequent customer,NA,Prefer not to answer,At Arrival Only,Buy from this site,None / no uncertainties,In the past year,No,4,Yes,5,Unbranded Search,7 to 9,83.79
19.08.14,United States,Salt Lake City,765,New customer,NA,Male,At Arrival Only,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,1,NA,16,Unbranded Search,2 to 3,133.87
19.08.14,United States,Bloomfield Hills,96,Frequent customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,In the past year,No,3,Somewhat,9,Branded Search,7 to 9,114.44
19.08.14,United States,Wilmington,953,Frequent customer,45-54,Female,At Exit,Products,None / no uncertainties,In the past year,No,1,Yes,16,Unbranded Search,10+,151.35
19.08.14,United States,San Antonio,767,New customer,NA,Male,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,1,Unbranded Search,10+,13.22
19.08.14,United States,Massapequa,524,Other,55-64,Female,At Exit,Other,Whether this is right for my child,NA,NA,3,NA,9,Unbranded Search,1,121.24
19.08.14,United States,Saginaw,755,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",4,Yes,4,Self Referred,1,67.15
19.08.14,United States,Boston,105,Employee,NA,Female,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,1,NA,5,Unbranded Search,2 to 3,154.29
19.08.14,United States,Palatka,655,New customer,NA,Male,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,No,22,Social,7 to 9,97.54
19.08.14,United States,Mount Prospect,575,Employee,NA,Male,At Exit,Buy from this site,Warranties/product guarantees,In the past month,No,4,Somewhat,3,Direct,10+,47.37
19.08.14,United States,San Francisco,771,New customer,NA,Male,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,1,NA,10,Unbranded Search,4 to 6,124.47
19.08.14,Australia,Melbourne,534,Other,NA,Male,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,No,31,Referred,2 to 3,114.48
19.08.14,United States,Silver Spring,812,Frequent customer,18-24,Female,At Exit,Products,Product effectiveness/will it work,Never. This is my first visit,NA,3,Somewhat,3,Unbranded Search,10+,98.97
19.08.14,United States,Strongsville,840,Occasional customer,NA,Female,At Arrival Only,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,1,Yes,6,Unbranded Search,1,152.06
19.08.14,United States,Lawrenceville,476,Frequent customer,NA,Female,At Arrival Only,Products,Product effectiveness/will it work,Never. This is my first visit,NA,3,Somewhat,10,Unbranded Search,7 to 9,149.25
19.08.14,United States,Kirkland,447,New customer,45-54,Female,At Arrival and Exit,Buy from this site,Shipping costs,In the past month,No,4,Somewhat,14,Direct,10+,93.9
19.08.14,United States,Saint Marys,758,New customer,NA,Male,At Arrival Only,Products,Ease of returning (if I am not satisfied with product),In the past year,"Yes, once",3,Somewhat,52,Referred,10+,140.94
19.08.14,United States,Ontario,639,Frequent customer,NA,Male,At Arrival Only,Other,None / no uncertainties,Never. This is my first visit,NA,3,NA,9,Unbranded Search,1,118.04
19.08.14,United States,Rosamond,741,Other,NA,Male,At Arrival Only,Resources,Fast delivery,Never. This is my first visit,NA,3,No,25,Unbranded Search,10+,136.38
19.08.14,United States,Oxford,652,New customer,Prefer not to answer,Prefer not to answer,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,2,Unbranded Search,1,49.58
19.08.14,United States,Brentwood,112,Occasional customer,NA,Prefer not to answer,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,Yes,18,Unbranded Search,10+,126.03
20.08.14,United States,San Jose,773,New customer,35-44,Female,At Arrival and Exit,Products,Whether this is right for my child,Never. This is my first visit,NA,3,Somewhat,19,Referred,4 to 6,126.11
20.08.14,United States,Cedar Springs,160,New customer,NA,Female,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,25,Direct,10+,157.8
20.08.14,United States,Rhinelander,723,New customer,NA,Prefer not to answer,At Exit,Resources,Product effectiveness/will it work,In the past week,No,2,NA,15,Direct,4 to 6,100.48
20.08.14,India,New Delhi,591,New customer,NA,Prefer not to answer,At Exit,Resources,None / no uncertainties,In the past week,"Yes, more than once",1,NA,11,Unbranded Search,2 to 3,100.18
20.08.14,United States,Cambridge,140,Frequent customer,55-64,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,No,9,Unbranded Search,4 to 6,123.34
20.08.14,Australia,Brisbane,116,Other,18-24,Female,At Exit,Products,Shipping costs,In the past year,No,3,Somewhat,51,Direct,4 to 6,152.34
20.08.14,Australia,Toowoomba,868,Other,35-44,Female,At Exit,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,No,3,Direct,10+,95.67
20.08.14,United States,Mount Prospect,575,Other,65 or older,Female,At Arrival and Exit,Products,Shipping costs,In the past week,No,2,Somewhat,16,Direct,2 to 3,142.15
20.08.14,United States,Lawton,477,New customer,35-44,Female,At Arrival and Exit,Products,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Somewhat,6,Unbranded Search,7 to 9,103.06
20.08.14,United States,Hillsville,383,Occasional customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,8,Unbranded Search,4 to 6,141.31
20.08.14,Canada,Regina,720,New customer,NA,Prefer not to answer,At Arrival Only,Products,Fast delivery,Never. This is my first visit,NA,3,No,7,Unbranded Search,1,100.84
20.08.14,United States,Newberg,600,New customer,NA,Male,At Exit,Resources,Fast delivery,Never. This is my first visit,NA,3,NA,31,Social,7 to 9,104.4
20.08.14,United States,Sarasota,784,Other,55-64,Female,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,No,20,Unbranded Search,7 to 9,137.21
20.08.14,United States,Los Angeles,501,New customer,35-44,Female,At Exit,Compare pricing,Shipping costs,In the past month,No,2,Somewhat,17,Self Referred,10+,133.28
20.08.14,United States,Seattle,798,Frequent customer,35-44,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,In the past month,"Yes, once",5,Somewhat,7,Direct,10+,63.82
20.08.14,United States,Las Vegas,473,Frequent customer,25-34,Female,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,6,Unbranded Search,4 to 6,115.24
20.08.14,United States,Covington,210,Occasional customer,NA,Male,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,3,Somewhat,11,Unbranded Search,10+,112.58
20.08.14,United States,Seattle,798,Other,NA,Male,At Exit,Resources,None / no uncertainties,In the past year,No,3,Somewhat,6,Direct,7 to 9,81.64
20.08.14,United States,Jackson,MI,New customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,11,Unbranded Search,10+,157.88
20.08.14,United States,Wixom,960,Other,NA,Male,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,5,Yes,7,Unbranded Search,10+,52.82
20.08.14,United States,Dunbarton,250,New customer,NA,Male,At Exit,Resources,Product durability/quality,NA,NA,3,NA,20,Referred,10+,95.63
20.08.14,United States,Pine Bluff,680,Occasional customer,55-64,Female,At Exit,Buy from this site,None / no uncertainties,In the past week,No,5,Yes,7,Direct,10+,57.94
20.08.14,United States,Crystal Lake,214,Frequent customer,35-44,Female,At Arrival and Exit,Buy from this site,Product effectiveness/will it work,In the past year,"Yes, more than once",5,Somewhat,20,Direct,1,82.41
20.08.14,United States,Kennesaw,437,Frequent customer,55-64,Female,At Exit,Other,Whether this is right for my child,Never. This is my first visit,NA,3,Yes,1,Unbranded Search,4 to 6,79.4
20.08.14,United States,Rolla,739,Other,NA,Prefer not to answer,At Exit,Buy from this site,Warranties/product guarantees,In the past month,"Yes, more than once",4,Yes,45,Referred,4 to 6,99.43
20.08.14,United States,York,975,New customer,NA,Female,At Arrival Only,Buy from this site,Product effectiveness/will it work,Never. This is my first visit,NA,1,NA,24,Unbranded Search,10+,171.08
20.08.14,United States,Dothan,242,Frequent customer,NA,Female,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,2,No,3,Unbranded Search,10+,136.97
20.08.14,United States,Miltona,551,New customer,25-34,Female,At Exit,Resources,None / no uncertainties,In the past year,No,3,NA,5,Unbranded Search,10+,99.41
20.08.14,United States,Bolingbrook,103,Other,45-54,Female,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,5,Unbranded Search,10+,109.49
20.08.14,Australia,Sydney,850,Occasional customer,NA,Male,At Exit,Resources,Product effectiveness/will it work,Never. This is my first visit,NA,4,Somewhat,2,Unbranded Search,4 to 6,30.98
20.08.14,United States,Dunbar,249,New customer,35-44,Female,At Arrival and Exit,Buy from this site,Fast delivery,In the past week,No,4,Somewhat,70,Referred,10+,129.69
20.08.14,United States,Greenville,346,Occasional customer,NA,Female,At Arrival Only,Resources,Product durability/quality,Never. This is my first visit,NA,3,Somewhat,5,Unbranded Search,2 to 3,131.91
20.08.14,United States,Marietta,516,Occasional customer,45-54,Female,At Arrival and Exit,Compare pricing,Warranties/product guarantees,In the past year,No,3,Yes,34,Unbranded Search,10+,144.05
20.08.14,United States,Washington,918,Frequent customer,NA,Male,At Arrival Only,Compare pricing,Product durability/quality,Never. This is my first visit,NA,3,Somewhat,69,Referred,2 to 3,158.78
20.08.14,United States,Yorba Linda,974,Frequent customer,NA,Male,At Exit,Buy from this site,Shipping costs,In the past month,"Yes, more than once",5,Yes,22,Unbranded Search,10+,51.62
20.08.14,United States,Wyckoff,970,Other,Less than 18,Female,At Exit,Buy from this site,Shipping costs,Never. This is my first visit,NA,3,Yes,10,Unbranded Search,7 to 9,119.75
20.08.14,Canada,Fort Mcmurray,306,New customer,35-44,Female,At Arrival and Exit,Products,Shipping costs,Never. This is my first visit,NA,3,Yes,12,Unbranded Search,2 to 3,113.32
21.08.14,Canada,Sherwood Park,808,Other,NA,Male,At Exit,Other,None / no uncertainties,Never. This is my first visit,NA,2,NA,3,Referred,1,80.77
21.08.14,United States,Brooklyn,120,New customer,25-34,Female,At Exit,Compare pricing,Product effectiveness/will it work,In the past year,No,4,Somewhat,21,Unbranded Search,10+,103.21
21.08.14,United States,Greeley,341,New customer,NA,Female,At Arrival Only,Buy from this site,Shipping costs,In the past year,"Yes, once",3,Yes,10,Unbranded Search,7 to 9,135.87
21.08.14,United States,Tempe,860,Other,NA,Male,At Arrival Only,Buy from this site,Warranties/product guarantees,Never. This is my first visit,NA,4,Yes,2,Referred,1,63.36
21.08.14,Malaysia,Seri Kembangan,803,Occasional customer,NA,Female,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,9,Unbranded Search,1,143.66
21.08.14,United States,Bryan,125,Frequent customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,10,Branded Search,2 to 3,151.65
21.08.14,United States,Atlanta,45,New customer,25-34,Female,At Exit,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,Somewhat,2,Unbranded Search,2 to 3,77.48
21.08.14,United States,Corryton,208,New customer,NA,Prefer not to answer,At Arrival and Exit,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,2,Unbranded Search,4 to 6,49.58
21.08.14,United States,Rochester,732,Occasional customer,45-54,Female,At Exit,Products,Warranties/product guarantees,Never. This is my first visit,NA,3,No,2,Social,10+,87.38
21.08.14,United States,Medina,NA,New customer,NA,Male,At Arrival Only,Resources,Product effectiveness/will it work,NA,NA,3,NA,42,Unbranded Search,2 to 3,134.27
21.08.14,United States,Magna,510,New customer,45-54,Female,At Arrival and Exit,Buy from this site,Fast delivery,In the past month,No,4,Somewhat,12,Direct,10+,94.42
21.08.14,United States,Richmond,726,New customer,Less than 18,Male,At Arrival and Exit,Buy from this site,None / no uncertainties,In the past week,"Yes, once",5,Yes,5,Direct,10+,13.41
21.08.14,United States,Rockford,735,Frequent customer,25-34,Female,At Arrival and Exit,Products,Ease of returning (if I am not satisfied with product),In the past week,No,3,Somewhat,2,Unbranded Search,10+,93.26
21.08.14,United States,Janesville,422,New customer,NA,Female,At Arrival Only,Buy from this site,Product effectiveness/will it work,Never. This is my first visit,NA,3,Somewhat,8,Unbranded Search,7 to 9,132.61
21.08.14,United States,Greensboro,345,Occasional customer,25-34,Female,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,37,Unbranded Search,1,145.74
21.08.14,United States,De Pere,227,New customer,NA,Female,At Arrival Only,Products,Whether this is right for my child,More than a year ago,No,4,Somewhat,13,Self Referred,10+,122.22
21.08.14,United States,Hackensack,354,New customer,35-44,Female,At Arrival and Exit,Resources,Product effectiveness/will it work,In the past month,"Yes, more than once",3,NA,4,Direct,10+,92.55
21.08.14,United States,Louisville,503,New customer,NA,Male,At Exit,Buy from this site,None / no uncertainties,In the past month,No,4,Somewhat,18,Direct,10+,71.03
21.08.14,United States,North Miami Beach,615,Employee,25-34,Female,At Arrival and Exit,Resources,Warranties/product guarantees,Never. This is my first visit,NA,3,NA,19,Unbranded Search,7 to 9,138.29
21.08.14,United States,Fairport,286,New customer,NA,Male,At Arrival and Exit,Products,Shipping costs,Never. This is my first visit,NA,3,No,22,Unbranded Search,10+,93.94
21.08.14,Ireland,Galway,319,New customer,35-44,Female,At Arrival and Exit,Compare pricing,Whether this is right for my child,Never. This is my first visit,NA,3,Yes,32,Referred,7 to 9,136.53
21.08.14,United States,Janesville,422,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,10,Social,1,107.97
21.08.14,United States,Hackettstown,355,Employee,65 or older,Female,At Exit,Products,Whether this is right for my child,Never. This is my first visit,NA,2,Somewhat,4,Referred,2 to 3,120.13
21.08.14,United States,Buford,130,New customer,NA,Male,At Arrival Only,Buy from this site,Product effectiveness/will it work,In the past year,"Yes, once",1,NA,17,Direct,4 to 6,132.68
21.08.14,United States,Emporia,274,Occasional customer,NA,Male,At Exit,Resources,Shipping costs,Never. This is my first visit,NA,3,No,13,Unbranded Search,4 to 6,89.72
21.08.14,United States,West Palm Beach,938,New customer,NA,Male,At Arrival Only,Compare pricing,Product effectiveness/will it work,Never. This is my first visit,NA,3,Somewhat,6,Unbranded Search,10+,95.36
21.08.14,United States,Lake Hiawatha,464,New customer,NA,Male,At Arrival Only,Products,Product durability/quality,Never. This is my first visit,NA,3,Somewhat,13,Referred,2 to 3,113.22
21.08.14,United States,Waukesha,921,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,3,Unbranded Search,10+,61.39
21.08.14,Australia,Prahran,700,Occasional customer,NA,Female,At Arrival Only,Resources,Warranties/product guarantees,Never. This is my first visit,NA,2,Somewhat,3,Unbranded Search,1,134.69
21.08.14,Canada,Toronto,869,New customer,NA,Female,At Exit,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,3,Yes,5,Social,2 to 3,99.41
21.08.14,United States,Wheaton,945,New customer,35-44,Female,At Exit,Products,Whether this is right for my child,Never. This is my first visit,NA,3,Somewhat,6,Referred,10+,103.06
21.08.14,United States,Lancaster,470,New customer,45-54,Female,At Exit,Buy from this site,Shipping costs,In the past month,No,5,Somewhat,9,Unbranded Search,7 to 9,53.06
22.08.14,United States,New Orleans,595,New customer,NA,Male,At Arrival Only,Products,Shipping costs,In the past year,"Yes, more than once",5,Somewhat,10,Unbranded Search,10+,49.87
22.08.14,United States,Abilene,1,Other,Less than 18,Female,At Exit,Resources,Product durability/quality,Never. This is my first visit,NA,3,No,6,Unbranded Search,4 to 6,113.14
22.08.14,India,Mumbai,577,New customer,NA,Male,At Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Yes,90,Referred,10+,103.22
22.08.14,United Kingdom,London,496,New customer,NA,Male,At Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,3,Unbranded Search,2 to 3,57.69
22.08.14,United States,Vestal,896,Frequent customer,NA,Male,At Arrival Only,Products,Warranties/product guarantees,In the past month,"Yes, more than once",3,Yes,20,Direct,2 to 3,134.01
22.08.14,United States,Sugar Land,841,New customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,Never. This is my first visit,NA,3,No,16,Unbranded Search,2 to 3,113.77
22.08.14,United States,Milton,550,Occasional customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Yes,12,Unbranded Search,1,117.92
22.08.14,United States,Gonvick,332,New customer,NA,Male,At Arrival Only,Products,Warranties/product guarantees,Never. This is my first visit,NA,3,Somewhat,5,Unbranded Search,7 to 9,94.11
22.08.14,United States,Oviedo,649,New customer,NA,Male,At Arrival Only,Buy from this site,Ease of returning (if I am not satisfied with product),In the past week,No,3,Somewhat,18,Unbranded Search,1,119.73
22.08.14,United States,Mobile,559,New customer,NA,Male,At Arrival Only,Buy from this site,Whether this is right for my child,Never. This is my first visit,NA,3,Somewhat,20,Unbranded Search,10+,121.83
22.08.14,United States,Emporia,274,Occasional customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,1,NA,3,Unbranded Search,1,106.69
22.08.14,United States,Denver,235,Other,25-34,Female,At Arrival and Exit,Buy from this site,Shipping costs,Never. This is my first visit,NA,3,Somewhat,5,Direct,1,105.89
22.08.14,United Kingdom,Colchester,189,Employee,NA,Male,At Arrival Only,Resources,Whether this is right for my child,Never. This is my first visit,NA,3,NA,11,Unbranded Search,1,122.06
22.08.14,United States,Amite,26,Frequent customer,NA,Male,At Arrival Only,Resources,Fast delivery,Never. This is my first visit,NA,3,NA,13,Branded Search,1,125.4
22.08.14,United States,Prior Lake,702,New customer,25-34,Female,At Exit,Resources,Product effectiveness/will it work,In the past month,No,3,No,4,Direct,10+,92.55
22.08.14,United States,Royse City,749,Frequent customer,NA,Male,At Arrival Only,Other,Product durability/quality,Never. This is my first visit,NA,3,Yes,10,Unbranded Search,1,120.15
22.08.14,United States,Chattanooga,169,Frequent customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,Never. This is my first visit,NA,1,NA,35,Unbranded Search,4 to 6,158.11
22.08.14,United States,Portland,695,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,No,5,Direct,4 to 6,94.11
22.08.14,United States,Sanford,780,New customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,In the past month,No,3,NA,14,Direct,4 to 6,111.1
22.08.14,United States,Cincinnati,180,Frequent customer,35-44,Female,At Exit,Compare pricing,Fast delivery,Never. This is my first visit,NA,4,Somewhat,9,Unbranded Search,1,100.84
22.08.14,United States,Houston,400,Other,NA,Female,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,4,Somewhat,9,Unbranded Search,10+,121.34
22.08.14,United States,Denver,235,Frequent customer,55-64,Female,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Yes,49,Unbranded Search,10+,160.94
22.08.14,United States,Westminster,944,Occasional customer,NA,Male,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,3,NA,15,Unbranded Search,4 to 6,122.38
22.08.14,Canada,Cornwall,205,Other,35-44,Female,At Exit,Products,Shipping costs,Never. This is my first visit,NA,4,Somewhat,7,Unbranded Search,10+,90.12
22.08.14,United States,Deerfield,230,Frequent customer,55-64,Female,At Exit,Compare pricing,Product durability/quality,Never. This is my first visit,NA,3,Somewhat,16,Direct,2 to 3,134.85
22.08.14,United States,Hamilton,358,New customer,NA,Male,At Arrival Only,Other,None / no uncertainties,Never. This is my first visit,NA,4,NA,5,Branded Search,10+,71.61
22.08.14,United States,Noblesville,606,New customer,35-44,Female,At Exit,Compare pricing,None / no uncertainties,In the past month,No,4,Somewhat,3,Unbranded Search,7 to 9,66.69
22.08.14,United States,Tallahassee,855,New customer,NA,Female,At Exit,Buy from this site,Product effectiveness/will it work,Never. This is my first visit,NA,5,Yes,10,Unbranded Search,10+,56.37
22.08.14,Trinidad and Tobago,San Fernando,770,Frequent customer,NA,Male,At Exit,NA,None / no uncertainties,Never. This is my first visit,NA,3,NA,8,Paid Search,10+,89.49
22.08.14,United States,Los Angeles,501,New customer,25-34,Female,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,4,NA,5,Unbranded Search,4 to 6,76.91
22.08.14,United States,Ballwin,56,New customer,NA,Prefer not to answer,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,1,No,21,Unbranded Search,10+,139.31
22.08.14,United States,Carmel,148,Other,65 or older,Female,At Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,No,7,Referred,4 to 6,93.72
23.08.14,United States,Los Altos,500,Occasional customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,5,Direct,10+,100.41
23.08.14,Japan,Ageo,8,New customer,NA,Male,At Arrival Only,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,Somewhat,25,Unbranded Search,1,122.7
23.08.14,United States,Oregon,642,Other,NA,Female,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,2,Somewhat,3,Unbranded Search,10+,112.27
23.08.14,United Kingdom,Hinckley,385,Employee,55-64,Female,At Arrival and Exit,Resources,Product durability/quality,Never. This is my first visit,NA,3,Somewhat,3,Unbranded Search,7 to 9,101.37
23.08.14,United States,Duluth,248,Frequent customer,35-44,Female,At Exit,Buy from this site,None / no uncertainties,In the past month,No,4,Somewhat,7,Unbranded Search,4 to 6,95.82
23.08.14,United States,Wichita,948,Occasional customer,NA,Male,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,4,Yes,5,Social,4 to 6,74.31
23.08.14,United States,Cornelius,203,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,In the past month,No,4,No,4,Unbranded Search,1,67.15
23.08.14,Canada,Sarnia,785,New customer,NA,Male,At Arrival and Exit,Compare pricing,Shipping costs,In the past year,No,3,Somewhat,48,Social,7 to 9,109.54
23.08.14,United States,Concord,199,New customer,35-44,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,8,Unbranded Search,10+,108.81
23.08.14,United States,Carrboro,151,New customer,NA,Male,At Arrival Only,Buy from this site,Product durability/quality,Never. This is my first visit,NA,3,Somewhat,7,Referred,4 to 6,100.84
23.08.14,United States,Parkville,663,New customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,4,Unbranded Search,2 to 3,121.15
23.08.14,United States,Beecher,77,New customer,35-44,Female,At Exit,Compare pricing,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Somewhat,5,Referred,1,99.41
23.08.14,United States,Knoxville,449,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Yes,6,Unbranded Search,10+,97.76
23.08.14,United States,Evanston,281,Other,NA,Male,At Arrival Only,Buy from this site,Whether this is right for my child,Never. This is my first visit,NA,1,NA,11,Unbranded Search,1,136.46
23.08.14,Australia,Brisbane,116,Other,NA,Male,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,5,NA,3,Self Referred,2 to 3,39.47
23.08.14,United States,Stafford,828,New customer,35-44,Female,At Arrival and Exit,Other,Ease of returning (if I am not satisfied with product),In the past month,"Yes, once",2,NA,4,Direct,1,107.95
23.08.14,Canada,Windsor,954,New customer,NA,Female,At Arrival Only,Buy from this site,Shipping costs,Never. This is my first visit,NA,3,Yes,22,Referred,7 to 9,151.64
23.08.14,United States,Burlingame,134,New customer,NA,Male,At Arrival Only,Buy from this site,Fast delivery,Never. This is my first visit,NA,3,Yes,13,Direct,4 to 6,113.22
24.08.14,United States,Las Vegas,473,Employee,NA,Male,At Exit,Buy from this site,None / no uncertainties,In the past month,No,2,Yes,4,Branded Search,10+,88.63
24.08.14,United States,Northridge,621,Occasional customer,NA,Male,At Arrival Only,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,Somewhat,11,Unbranded Search,10+,112.58
24.08.14,United States,Bay City,68,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,22,Unbranded Search,1,140.24
24.08.14,United States,Lenexa,484,Other,NA,Female,At Exit,Resources,Shipping costs,NA,NA,1,NA,11,Unbranded Search,2 to 3,138.16
24.08.14,United States,Lenexa,484,Frequent customer,45-54,Female,At Exit,Resources,None / no uncertainties,NA,NA,1,No,7,Unbranded Search,2 to 3,134.82
24.08.14,United States,Missoula,558,New customer,NA,Male,At Arrival Only,Resources,Warranties/product guarantees,Never. This is my first visit,NA,4,NA,57,Unbranded Search,10+,120.28
24.08.14,United States,Newport News,602,Occasional customer,NA,Female,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,9,Unbranded Search,1,133.96
24.08.14,United States,Boulder,107,Other,NA,Male,At Arrival and Exit,Other,Whether this is right for my child,Never. This is my first visit,NA,1,NA,58,Unbranded Search,1,143.51
24.08.14,United States,Palatine,654,New customer,35-44,Male,At Arrival and Exit,Compare pricing,Shipping costs,In the past month,"Yes, more than once",3,Somewhat,14,Social,4 to 6,84.9
24.08.14,United States,Lincoln,489,Occasional customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Yes,29,Unbranded Search,2 to 3,167.07
